title,article,alinea,revisto,validado,law_description,topico,referencia,referencia_incm
 INCOMPATIBILIDADES, 78,1, , Ana Aido,"1. Os aposentados, reformados, reservistas fora de efetividade e equiparados não podem exercer atividade profissional 
remunerada para quaisquer serviços da administração central, regional e autárquica, empresas públicas, entidades públicas 
empresariais, entidades que integram o setor empresarial regional e municipal e demais pessoas coletivas públicas, exceto quando
haja lei especial que o permita ou quando, por razões de interesse público excecional, sejam autorizados pelos membros do 
Governo responsáveis pelas áreas das finanças e da Administração Pública.","['Incompatibilidades', ' Autorização do Exercício de Funções']","[' arts. 6.º', ' n.º 1', ' e 294.º-A', ' n.º 1', ' da Lei n.º 35/2014', ' de 20 de junho.']"," PORTARIA N.º 159/2011 LEI N.º 35/2014, DE 20 DE JUNHO"
 INCOMPATIBILIDADES, 78,2, , Ana Aido,"2. Não podem exercer atividade profissional remunerada nos termos do número anterior: a) Os aposentados e reformados que se 
tenham aposentado ou reformado com fundamento em incapacidade; b) Os aposentados e reformados por força de aplicação da 
pena disciplinar de aposentação ou reforma compulsiva.",['Incompatibilidades'],[' 78.1(from)']," PORTARIA N.º 159/2011 LEI N.º 35/2014, DE 20 DE JUNHO"
 INCOMPATIBILIDADES, 78,3, , Ana Aido,"3. Consideram-se abrangidos pelo conceito de atividade profissional remunerada: a) Todos os tipos de funções e de serviços, 
independentemente da sua duração ou regularidade; b) Todas as formas de contrapartida, pecuniária ou em espécie, direta ou 
indireta, da atividade desenvolvida, nomeadamente todas as prestações que, total ou parcialmente, constituem base de incidência 
contributiva nos termos do Código dos Regimes Contributivos do Sistema Previdencial da Segurança Social; c) Todas as modalidades
de contratos, independentemente da respetiva natureza, pública ou privada, laboral ou de aquisição de serviços.",['Incompatibilidades'],[' ']," PORTARIA N.º 159/2011 LEI N.º 35/2014, DE 20 DE JUNHO"
 INCOMPATIBILIDADES, 78,4, , Ana Aido,"4. A decisão de autorização do exercício de funções é precedida de proposta do membro do Governo que tenha o poder de direção, 
de superintendência, de tutela ou influência dominante sobre o serviço, entidade ou empresa onde as funções devam ser 
exercidas, e produz efeitos por um ano, exceto se fixar um prazo superior, em razão da natureza das funções.",['Incompatibilidades'],[' ']," PORTARIA N.º 159/2011 LEI N.º 35/2014, DE 20 DE JUNHO"
 INCOMPATIBILIDADES, 78,5, , Ana Aido,"5. (Revogado)
6. (Revogado)",[''],[''],
 INCOMPATIBILIDADES, 78,7, , Ana Aido,"7. Os termos a que deve obedecer a autorização de exercício de funções prevista no n.º 1 pelos aposentados com recurso a mecanismos
legais de antecipação de aposentação são estabelecidos, atento o interesse público subjacente, por portaria dos membros do Governo 
responsáveis pelas áreas das finanças e da Administração Pública, sem prejuízo do disposto nos números anteriores.",[' Incompatibilidades'],[' 78.1(from)']," PORTARIA N.º 159/2011 LEI N.º 35/2014, DE 20 DE JUNHO"
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,1, , Ana Aido,"1. No período que durar o exercício das funções públicas autorizadas, os aposentados, reformados, reservistas fora de efetividade e
equiparados auferem a remuneração que está definida para as funções ou cargo que desempenham ou para o trabalho prestado, 
mantendo o direito à respetiva pensão, quando esta seja superior, e no montante correspondente à diferença entre aquela e esta.","['Remuneração, Direito à Pensão, Cumulação de pensão']","['arts. 6.º', ' n.º 1', ' e 294.º-A', ' n.º 1', ' da Lei n.º 35/2014', ' de 20 de junho.']",
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,2, , Ana Aido,"2. As condições de cumulação de remunerações referidas no número anterior são reconhecidas no despacho de autorização 
previsto no n.º 1 do artigo anterior","[' Remuneração, Direito à Pensão, Cumulação de pensão']","[' 79.1(from)', ' 78.1']",
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,3, , Ana Aido,"3. Cessado o exercício de funções públicas, o pagamento da pensão ou da remuneração de reserva ou equiparada, com valor 
atualizado nos termos gerais, é retomado.","[' Remuneração, Direito à Pensão, Cumulação de pensões']",[' 79.1(from)'],
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,4, , Ana Aido,"4. O início e o termo do exercício de funções públicas são obrigatoriamente comunicados à Caixa Geral de Aposentações, I. P. (CGA, 
I. P.), pelos serviços, entidades ou empresas a que se refere o n.º 1 do artigo anterior no prazo máximo de 10 dias a contar dos
mesmos, indicando igualmente o valor da remuneração a auferir, para que a CGA, I. P., possa suspender a pensão ou efetuar o 
pagamento do montante correspondente à diferença entre a remuneração e a pensão.","['Pagamento da Pensão, Remuneração, Suspensão da Pensão']",[' 78.1'],
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,5, , Ana Aido,5. São ainda obrigatoriamente comunicadas as alterações de remuneração no âmbito do exercício das funções públicas.,"['Remuneração, cumulação de pensão']",[''],
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,6, , Ana Aido,"6. O incumprimento pontual do dever de comunicação estabelecido nos números anteriores constitui o dirigente máximo do 
serviço, entidade ou empresa, pessoal e solidariamente responsável, juntamente com o aposentado, pelo reembolso à CGA, I. P.,
das importâncias que esta venha a abonar indevidamente em consequência daquela omissão.","['Cumulação de Pensão, Remuneração']","[' 79.1(from)', ' 79.2(from)', ' 79.3(from)', ' 79.4(from)', ' 79.5(from)']",
 CUMULAÇÃO DE PENSÃO E REMUNERAÇÃO, 79,7, , Ana Aido,"7. Em caso de realização de estudos, pareceres, projetos ou outros trabalhos especializados, de cariz meramente esporádico ou 
pontual, por aposentados, reformados, reservistas fora de efetividade e equiparados, estes mantêm a respetiva pensão, recebendo 
ainda a prestação única correspondente ao trabalho realizado.","['Direito à Pensão, Cumulação de Pensão, Remuneração']",[''],
 NOVA APOSENTAÇÃO E REVISÃO DA PENSÃO, 80,1, , Helder Santos,"1. Se o aposentado, quer pelas províncias ultramarinas, quer pela Caixa, tiver direito de inscrição nesta última pelo novo cargo que 
lhe seja permitido exercer, poderá optar pela aposentação correspondente a esse cargo e ao tempo de serviço que nele prestar,
salvo nos casos em que lei especial permita a acumulação das pensões.","['Ultramarina, Tempo de Serviço, Acumulação da Pensão']",[''],
 NOVA APOSENTAÇÃO E REVISÃO DA PENSÃO, 80,2, , Helder Santos,2. Não será de considerar para cômputo da nova pensão o tempo de serviço anterior à primeira aposentação.,"['Tempo de Serviço, Cálculo de Pensão']","['Acórdão do Tribunal Constitucional n.º 411/99', ' publicado no Diário da República', ' 2.ª série', ' de 10 de março de 2000 (julga inconstitucional o n.º 2 \ndo artigo 80.º do Decreto-Lei n.º 498/72', ' de 9 de dezembro', ' por violação do artigo 63.º', ' n.º 4', ' da Constituição da República Portuguesa).']"," ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 411/99, PUBLICADO NO DIÁRIO DA REPÚBLICA, 2.ª SÉRIE, DE 
10 DE MARÇO DE 2000"
 NOVA APOSENTAÇÃO E REVISÃO DA PENSÃO, 80,3, , Helder Santos,"3. Nos casos em que o aposentado opte por manter a primeira aposentação, haverá lugar à divisão da pensão respetiva, a qual só 
pode ser requerida depois da cessação de funções a título definitivo e é devida a partir do dia 1 do mês imediato ao da 
apresentação do pedido.",['Cessação de Funções'],[''],
 NOVA APOSENTAÇÃO E REVISÃO DA PENSÃO, 80,4, , Helder Santos,"4. O montante da pensão a que se refere o número anterior é igual à pensão auferida à data do requerimento multiplicada pelo 
fator resultante da divisão de todo o tempo de serviço prestado, até ao limite máximo de 36 anos, pelo tempo de serviço contado 
no cálculo da pensão inicial.",['Cálculo da Pensão'],[' 80.3'],
APOSENTADOS, 81,1, , Helder Santos,"O regime estabelecido no n.º 2 do artigo precedente é ainda aplicável ao caso de o novo subscritor haver estado anteriormente na
situação de aposentado e esta se encontrar extinta.",['Contagem de tempo'],[' 80.2(from)'],
 EXTINÇÃO DA APOSENTAÇÃO, 82,1, , Helder Santos,"1. A situação de aposentado extingue-se nos casos de: a) (Eliminada) b) Renúncia ao direito à pensão; c) Prescrição do mesmo 
direito; d) Perda da nacionalidade portuguesa, quando esta for exigida para o exercício do cargo pelo qual o interessado foi 
aposentado; e) Falecimento.","['Extinção da Pensão, Prescrição, Óbito, Renúncia, Perda da nacionalidade']","[' arts. 8.º', ' 12.º', ' 16.º', ' 18.º', ' 19.º e 22.º da Lei n.º 37/81', ' de 3 de outubro (Lei da Nacionalidade); arts. 1.º', ' 15.º', ' 29.º', ' 30.º', ' 31.º', ' 44.º e 62.º \ndo Decreto-Lei n.º 237-A/2006', ' de 14 de dezembro (Regulamento da Nacionalidade Portuguesa); Acórdão do Tribunal Constitucional n.º 72/2002', ' publicado \nno Diário da República', ' 1.ª série', ' de 14 de março de 2002 (declara', ' com força obrigatória geral', ' a inconstitucionalidade da norma do artigo 82.º', ' n.º 1', ' alínea \nd)', ' do Decreto-Lei n.º 498/72', ' de 9 de dezembro (Estatuto da Aposentação)', ' por violação do princípio constante do artigo 15.º', ' n.º 1', ' da Constituição).']"," LEI N.º 37/81, DE 3 DE OUTUBRO (LEI DA NACIONALIDADE)
DECRETO-LEI N.º 237-A/2006, DE 14 DE DEZEMBRO (REGULAMENTO DA NACIONALIDADE PORTUGUESA)
ACÓRDÃO DO TRIBUNAL CONSTITUCIONAL N.º 72/2002, PUBLICADO NO DIÁRIO DA REPÚBLICA, 1.ª SÉRIE, DE 14 DE MARÇO DE 2002"
 EXTINÇÃO DA APOSENTAÇÃO, 82,2, , Helder Santos,"2. Os serviços a que o aposentado se encontrava adstrito deverão enviar à Caixa os requerimentos de renúncia e comunicar-lhe 
imediatamente os factos extintivos da aposentação de que tenham conhecimento.","['Extinção da Pensão', ' Renúncia']",[''],
 EXTINÇÃO DA APOSENTAÇÃO, 82,3, , Helder Santos,"3. Os factos previstos nas alíneas b), c) e d) do n.º 1 produzirão os mesmos efeitos da exoneração.",['Exoneração'],[' 82.1(from); arts. 303.º e 305.º da Lei n.º 35/2014 de 20 de junho(Lei Geral do Trabalho em Funções Públicas)'],
 EXTINÇÃO DA APOSENTAÇÃO, 82,4, , Helder Santos,"4. Os conservadores do registo civil comunicarão à Caixa, nos termos do Código do Registo Civil, o falecimento dos indivíduos
acerca dos quais conste que se encontravam na situação de aposentados.","['Óbito, Extinção da Pensão']",[''], CÓDIGO DO REGISTO CIVIL
 PRESTAÇÕES POR MORTE, 83,1, , Helder Santos,"1. O subsídio por morte e o reembolso das despesas de funeral atribuídos pela Caixa Geral de Aposentações seguem o regime que 
sucessivamente estiver estabelecido no sistema previdencial do regime geral de segurança social para essas prestações.","['Óbito, Prestações', ' Sistema Previdencial']",['']," CÓDIGO DOS REGIMES CONTRIBUTIVOS DO SISTEMA PREVIDENCIAL DE SEGURANÇA SOCIAL.
REGULAMENTAÇÃO DO CÓDIGO DOS REGIMES CONTRIBUTIVOS DO SISTEMA PREVIDENCIAL DE SEGURANÇA SOCIAL."
 INSTAURAÇÃO DO PROCESSO, 84,1, , Helder Santos,"1. O processo de aposentação inicia-se com base em requerimento do interessado ou em comunicação dos serviços de que o 
mesmo dependa.",['Processo de Aposentação'],[' '],
 INSTAURAÇÃO DO PROCESSO, 84,2, , Helder Santos,"2. O requerimento e a comunicação deverão conter os fundamentos da aposentação e serão acompanhados dos documentos 
necessários à instrução do processo.",['Processo de Aposentação'],[' '],
 INSTAURAÇÃO DO PROCESSO, 84,3, , Helder Santos,"3. O requerimento será dirigido ao Ministro ou órgão superior da entidade pública de que o requerente dependa e enviado à Caixa 
pelos respetivos serviços.",['Processo de Aposentação'],[' '],
 CADASTRO E CONTAGENS, 85,1, , Helder Santos,"Instaurado o processo de aposentação, juntar-se-lhe-á informação do que constar do cadastro do subscritor, apensando-se os 
processos de contagem prévia e de cadastro que lhe digam respeito.",['Processo de Aposentação'],[' '],
 PROVA DAS CONDIÇÕES PARA A APOSENTAÇÃO, 86,1, , Helder Santos,1. O competente serviço da Caixa verificará se o interessado reúne as condições necessárias para a aposentação.,['Processo de Aposentação'],[' '],
 PROVA DAS CONDIÇÕES PARA A APOSENTAÇÃO, 86,2, , Helder Santos,"2. Se não estiver comprovado tempo de serviço suficiente para a aposentação, ou outro tempo útil de que haja notícia no processo, 
deverá exigir-se prova complementar ao requerente, através dos serviços de que dependa, ou diretamente a estes, se a 
aposentação for obrigatória.","['Processo de Aposentação, Aposentação Obrigatória, Tempo de Serviço']",[' '],
 PROVA DAS CONDIÇÕES PARA A APOSENTAÇÃO, 86,3, , Helder Santos,"3. Qualquer prova complementar a cargo do interessado só pode ser considerada quando oferecida no prazo que, para o efeito, a
Caixa houver fixado.",[''],[' 86.2(from); 29.2'],
 PROVA DO TEMPO DE SERVIÇO, 87,1, , Helder Santos,"O tempo de serviço para efeitos de aposentação prova-se por meio de certidões ou informações autênticas da efetividade do 
serviço, emitidas pelas entidades competentes.",['Prova do Tempo de Serviço'],[' '],
 SUPRIMENTO DA PROVA DE TEMPO DE SERVIÇO, 88,1, , Helder Santos,"1. Mostrando-se por documento autêntico a impossibilidade de obter a prova a que se refere o artigo anterior, pode o interessado
requerer a instauração de processo especial de justificação nos serviços onde exerceu funções, indicando desde logo os períodos e 
as condições em que as exerceu e foi remunerado e juntando os elementos de que dispuser.","['Prova do Tempo de Serviço', ' Documento Autêntico']",[' 87(from); arts. 35.º e 36.º do Código do Notariado'], CÓDIGO DO NOTARIADO
 SUPRIMENTO DA PROVA DE TEMPO DE SERVIÇO, 88,2, , Helder Santos,"2. Os serviços tomarão em consideração os diplomas ou atos de investidura e exoneração, folhas de remunerações, listas de 
antiguidade, livros de ponto e quaisquer outros elementos donde possa inferir-se a efetividade de exercício de funções e 
resolverão, a final, se este se verificou e em que condições, emitindo certidão da resolução.",['Prova do Tempo de Serviço'],[' '],
 SUPRIMENTO DA PROVA DE TEMPO DE SERVIÇO, 88,3, , Helder Santos,"3. Tratando-se de funções exercidas em mais de um serviço, o processo poderá ser instaurado somente no último, que solicitará 
dos restantes a instrução e resolução da parte que lhes diga respeito.",['Prova do Tempo de Serviço'],[' '],
 EXAME MÉDICO, 89,1, , Helder Santos,"1. O subscritor é submetido a exame médico da Caixa nos termos dos artigos seguintes sempre que, preenchidos os demais 
requisitos da aposentação, esta dependa da verificação de incapacidade.",['Exame Médico'],"[' n.º 2 do art. 2.ºda Portaria n.º96-B/2008', ' de 30 de janeiro']"," PORTARIA N.º 96-B/2008, DE 30 DE JANEIRO"
 MÉDICO RELATOR, 90,1, , Helder Santos,"1. O exame médico inicia-se com a intervenção de médico relator designado pela Caixa, incumbindo-lhe preparar o processo de 
verificação da incapacidade e elaborar os relatórios clínicos que sirvam de base à deliberação da junta médica.","['Exame Médico', ' Situação Clínica']","['n.º 2 do art. 2.º da Portaria n.º 96-B/2008', ' de 30 de janeiro']"," PORTARIA N.º 96-B/2008, DE 30 DE JANEIRO"
 MÉDICO RELATOR, 90,2, , Helder Santos,"2. São funções do médico relator, designadamente: a) Verificar se a informação médica recebida está completa e, caso contrário, dar conhecimento 
do facto ao subscritor; b) Realizar o exame clínico ao subscritor; c) Promover a obtenção dos meios auxiliares de diagnóstico, bem como dos exames 
e pareceres especializados que considerar necessários; d) Articular-se diretamente com os serviços e estabelecimentos de saúde ou médicos que 
tenham intervindo na situação clínica do subscritor, objeto de verificação de incapacidade, de forma a obter os elementos necessários ao estudo da 
situação; e) Elaborar um relatório circunstanciado do exame feito com base nos elementos reunidos, organizar o processo clínico do subscritor e 
submetê-lo à junta médica; f) Propor que da junta médica faça parte perito de determinada especialidade, sempre que tal se mostre conveniente.","[' Exame Médico', ' Junta Médica']",[''],
 JUNTA MÉDICA, 91,1, , Helder Santos,"1. A junta médica é composta por três médicos designados pela Caixa, sendo o presidente escolhido entre eles por cooptação.","[' Exame Médico', ' Junta Médica']","['91.2.e).f);n.º 2 do art. 2.º da Portaria n.º 96-B/2008', ' de 30 de janeiro; n.º 2 do art. 35.º da Lei n.º 35/2014', ' de 20 de junho']"," PORTARIA N.º 96-B/2008, DE 30 DE JANEIRO. LEI N.º 35/2014 DE 20 DE JUNHO"
 JUNTA MÉDICA, 91,2, , Helder Santos,"2. Compete à junta médica apreciar o processo clínico do subscritor com base nos dados coligidos pelo médico relator e nos demais 
elementos de diagnóstico constantes do respetivo processo.","[' Exame Médico', ' Situação Clínica']",[''],
 JUNTA MÉDICA, 91,3, , Helder Santos,3. Os pareceres da junta médica são sempre fundamentados.,"[' Exame Médico', ' Informação Clínica']",[''],
 JUNTA MÉDICA, 91,4, , Helder Santos,"4. As orientações técnicas necessárias à atividade do médico relator e ao funcionamento das juntas médicas são asseguradas por 
um conselho médico, cujas composição e competências são estabelecidas por decreto regulamentar.","[' Exame Médico', ' Conselho Médico']","['Decreto Regulamentar n.º 1/2008', ' de 10 de janeiro']"," DECRETO REGULAMENTAR N.º 1/2008, DE 10 DE JANEIRO"
 JUNTA DE RECURSO, 95,1, , Helder Santos,"1. O conselho diretivo da Caixa pode autorizar a realização de juntas de recurso: a) Mediante proposta fundamentada dos serviços 
de que o subscritor dependa, apresentada no prazo de 60 dias; b) Mediante requerimento justificado do subscritor, entregue na
Caixa no prazo de 60 dias a contar da notificação do resultado do exame.","[' Exame Médico', ' Junta de Recurso']","[' n.º 2 do art. 2.º da Portaria n.º 96-B/2008', ' de 30 de janeiro']"," PORTARIA N.º 96-A/2008, DE 30 DE JANEIRO. PORTARIA N.º 96-B/2008, DE 30 DE JANEIRO"
 JUNTA DE RECURSO, 95,2, , Helder Santos,"2. A junta de recurso é composta por dois médicos designados pela Caixa, que não tenham tido anteriormente intervenção no 
processo, e por um médico designado pelo requerente, o qual, não sendo designado no prazo que para o efeito for fixado pelo 
conselho diretivo da Caixa, é substituído por um médico designado pela administração regional de saúde territorialmente 
competente.",[' Exame Médico'],[' '],
 JUNTA DE RECURSO, 95,3, , Helder Santos,3. Compete à junta de recurso apreciar as decisões das juntas médicas relativas à situação dos subscritores.,[' Exame Médico'],[' '],
 JUNTA DE RECURSO, 95,4, , Helder Santos,4. Os pareceres da junta de recurso são sempre fundamentados.,"[' Exame Médico', ' Situação Clínica']",[''],
 JUNTA DE RECURSO, 95,5, , Helder Santos,"5. Pela realização da junta de recurso é devida uma taxa, em montante a definir por portaria do ministro responsável pela área das 
finanças, a pagar pelo requerente, sempre que a decisão lhe seja desfavorável.",[' Exame Médico'],"['art. 1.º da Portaria n.º 96-A/2008', ' de 30 de janeiro']",
 RESOLUÇÃO FINAL, 97,1, , Helder Santos,"1. Concluída a instrução do processo, a administração da Caixa, se julgar verificadas as condições necessárias, proferirá resolução 
final sobre o direito à pensão de aposentação e sobre o montante desta, regulando definitivamente a situação do interessado.","['Direito à Pensão, Processo de Aposentação', ' Resolução']",['34.1'],
 RESOLUÇÃO FINAL, 97,2, , Helder Santos,"2. Suscitando-se dúvidas sobre matéria que possa influir no montante da pensão, a Caixa fixará provisoriamente as bases do seu 
cálculo, em conformidade com os dados já apurados e sem prejuízo da sua retificação em resolução final, uma vez completada a 
instrução do processo.","['Cálculo da Pensão, Processo de Aposentação']",[' '],
 SUSTAÇÃO DA RESOLUÇÃO, 98,1, , Helder Santos,"Não serão proferidas as resoluções a que se refere o artigo precedente enquanto o subscritor estiver preventivamente suspenso ou
afastado do exercício de funções.",['Sustação'],[' 97(from)'],
 TERMO DO SERVIÇO, 99,1, , Helder Santos,1. As resoluções a que se refere o artigo 97.º serão desde logo comunicadas aos serviços onde o subscritor exerça funções.,['Desligado do Serviço'],[' 97(from)'],
 TERMO DO SERVIÇO, 99,2, , Helder Santos,"2. O subscritor considera-se desligado do serviço a partir do dia 1 do mês seguinte àquele em que seja comunicada a resolução da 
Caixa, ficando a aguardar aposentação até ao fim do mês em que seja divulgada a lista dos aposentados com a inclusão do seu 
nome.",['Processo de Aposentação'],[' '],
 TERMO DO SERVIÇO, 99,3, , Helder Santos,"3. Salvo o disposto em lei especial, o subscritor desligado do serviço abre vaga e fica com direito a receber, pela verba destinada ao 
pessoal fora do serviço aguardando aposentação, pensão transitória de aposentação, fixada de harmonia com a comunicação da 
Caixa, a partir do dia em que for desligado do serviço.","['Processo de Aposentação, Direito à Pensão']",[' '],
 DIVULGAÇÃO DA APOSENTAÇÃO, 100,1, , Helder Santos,"1. Concedida a aposentação e fixada a pensão definitiva, inscreve-se o interessado na lista de aposentados a publicar na 2.ª série do 
Diário da República entre os dias 5 e 10 de cada mês, sem prejuízo da sua divulgação na página eletrónica da Caixa, através de 
ligação para o documento publicado.",['Divulgação da Aposentação'],[''],
 DIVULGAÇÃO DA APOSENTAÇÃO, 100,2, , Helder Santos,"2. A mudança de situação resultante do disposto no n.º 3 do artigo 99.º, bem como da aplicação de lei especial naquele referida, é 
divulgada da mesma forma.",['Divulgação da Aposentação'],[' 93.3'],
 DIVULGAÇÃO DA APOSENTAÇÃO, 100,3, , Helder Santos,3. Na publicitação a que se referem os números anteriores indica-se o montante global da pensão.,[' Divulgação da Aposentação'],[''],
 REVISÃO DAS RESOLUÇÕES, 101,1, , Helder Santos,"1. As resoluções finais podem, oficiosamente ou mediante requerimento, ser objeto de revisão quando, por facto não imputável ao 
interessado, tenha havido falta de apresentação, em devido tempo, de elementos de prova relevantes.",['Revisão da Resolução'],[''],
 REVISÃO DAS RESOLUÇÕES, 101,2, , Helder Santos,"2. Os prazos para o interessado requerer a revisão nos casos da alínea a) do número anterior são os referidos no n.º 1 do artigo 
104.º",[''],"[' 101.1(from)', ' 104.1']",
 REVOGAÇÃO E RETIFICAÇÃO DAS RESOLUÇÕES, 102,1, , Helder Santos,"Sem prejuízo do disposto nos artigos 101.º e 103.º, as resoluções finais só podem ser revogadas ou reformadas por ilegalidade, ou
retificadas por erro de escrita ou de cálculo, nos termos gerais de direito.","['Revogação da Resolução, Retificação da Resolução']","[' 101', ' 103; arts. 164.º', ' 165.º e 174.º do Código do Procedimento Administrativo']", CÓDIGO DO PROCEDIMENTO ADMINISTRATIVO
 RECURSOS, 103,1, , Helder Santos,"De quaisquer resoluções definitivas e executórias da administração da Caixa, ou tomadas por delegação sua, haverá recurso 
contencioso, nos termos gerais.",[' Recurso Contencioso'],[' art. 191.º do Código de Processo nos Tribunais Administrativos'], CÓDIGO DE PROCESSO NOS TRIBUNAIS ADMINISTRATIVOS
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,1, , Helder Santos,"1. Salvo o disposto nos números seguintes, as resoluções da Caixa Geral de Aposentações serão tomadas por 2 administradores.","[' Encarregados pela Resolução', ' Competência']",[''],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,2, , Helder Santos,"2. A intervenção do conselho de administração será, todavia, obrigatória nos casos seguintes: a) Se disposição especial o exigir; b) 
Se o próprio conselho o determinar; c) Se os 2 administradores não chegarem a acordo ou qualquer deles entender que o caso 
merece ser submetido ao conselho.","['Encarregados pela Resolução', ' Competência']",[''],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,3, , Helder Santos,"3. Podem, porém, os 2 administradores designados para efeitos do n.º 1 delegar os respetivos poderes nos diretores, diretores-
adjuntos ou subdiretores.","[' Encarregados pela Resolução', ' Competência', '']",[' arts. 44.º a 50.º do Código do Procedimento Administrativo'], CÓDIGO DO PROCEDIMENTO ADMINISTRATIVO
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,4, , Helder Santos,"4. Os atos que estabeleçam as delegações deverão especificar as matérias ou poderes neles abrangidos e serão publicados no 
Diário da República.","[' Encarregados pela Resolução', ' Competência']",['art. 47.º do Código do Procedimento Administrativo'],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,5, , Helder Santos,5. A entidade delegada deverá mencionar essa qualidade nos atos que pratique no uso da delegação.,"[' Encarregados pela Resolução', ' Competência']",[' art. 48.º do Código do Procedimento Administrativo'],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,6, , Helder Santos,"6. As delegações de competência são revogáveis a todo o tempo, caducam com a substituição do delegante, salvo no caso de 
impedimento temporário, e não prejudicam o direito de avocação.","[' Encarregados pela Resolução', ' Competência', ' Avocação']",[' art. 49.º do Código do Procedimento Administrativo'],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,7, , Helder Santos,"7. Os despachos de carácter preparatório podem ser proferidos pelos chefes de serviço, sem prejuízo do direito de avocação pelos
diretores e subdiretores.","[' Encarregados pela Resolução', ' Competência', ' Avocação']",['art. 49.º do Código do Procedimento Administrativo'],
 COMPETÊNCIA PARA AS RESOLUÇÕES, 108,8, , Helder Santos,8. Os despachos de mero expediente podem ser proferidos pelos chefes de secção.,"[' Encarregados pela Resolução', ' Competência']",[''],
 NOTIFICAÇÃO, 109,1, , Bruno Vidal,1. O interessado será notificado das resoluções preparatórias ou definitivas da Caixa.,"['Divulgação da Aposentação', ' Notificação']",[''],
 NOTIFICAÇÃO, 109,2, , Bruno Vidal,"2. As notificações previstas no número anterior e quaisquer comunicações são efetuadas, preferencialmente, através da publicação
dos atos a notificar na área reservada da página eletrónica da Caixa, denominada CGA Direta, acessível através de autenticação 
pelos meios disponíveis.",[''],[' 109.1(from)'],
 NOTIFICAÇÃO, 109,3, , Bruno Vidal,"3. A publicação referida no número anterior é anunciada ao subscritor e ao respetivo serviço, se estiver na efetividade, por correio 
eletrónico e através do serviço de mensagens curtas.",[''],[' 109.2(from)'],
 CONSULTA DO PROCESSO, 110,1, , Bruno Vidal,"Os processos podem ser consultados por advogado com procuração do interessado, durante o prazo para o recurso hierárquico 
necessário ou para o recurso contencioso.","['Processo de Aposentação', ' Recurso Contencioso']",[' arts. 193.º e 198.º do Código do Procedimento Administrativo e art. 191.º do Código de Processo nos Tribunais Administrativos.'], CÓDIGO DO PROCEDIMENTO ADMINISTRATIVO. CÓDIGO DE PROCESSO NOS TRIBUNAIS ADMINISTRATIVOS
 PROCESSOS QUE NÃO SEJAM DE APOSENTAÇÃO, 111,1, , Bruno Vidal,"1. Regem-se igualmente pelas disposições relativas ao processo de aposentação, na parte aplicável, os demais processos cuja 
resolução seja da competência da Caixa Geral de Aposentações.",['Processo de Aposentação'],[''],
 PROCESSOS QUE NÃO SEJAM DE APOSENTAÇÃO, 111,2, , Bruno Vidal,"2. O disposto neste capítulo não é aplicável à impugnação de resoluções tomadas pelas instituições de previdência social para os
fins da alínea b) do n.º 3 do artigo 53.º","['Impugnação', ' Cálculo da Pensão', ' Tempo de Serviço', ' Previdência Social']",[' 53.3 (from)'],
 ÂMBITO E REGIME, 112,1, , Bruno Vidal,"1. Designa-se por reforma a aposentação do pessoal militar do Exército, da Armada, da Força Aérea, da Guarda Fiscal e Guarda 
Nacional Republicana, bem como a do pessoal civil equiparado por lei especial ou militar para efeitos de reforma.","['Serviço Militar, Reforma dos Militares']","[' arts. 120.º', ' 139.º', ' 142.º', ' 161.º e 164.º do Estatuto dos Militares das Forças Armadas e art. 1.º do Decreto-Lei n.º 230/93', ' de 26 de junho\n(extingue a Guarda Fiscal).']"," ESTATUTO DOS MILITARES DAS FORÇAS ARMADAS. DECRETO-LEI N.º 230/93, DE 26 DE JUNHO (EXTINGUE A GUARDA
FISCAL)."
 ÂMBITO E REGIME, 112,2, , Bruno Vidal,2. Considera-se equiparado ao pessoal militar referido no número anterior o pessoal da Polícia de Segurança Pública.,['Polícia de Segurança Pública'],[' 112.1(from)'], ESTATUTO PROFISSIONAL DO PESSOAL COM FUNÇÕES POLICIAIS DA POLÍCIA DE SEGURANÇA PÚBLICA
 ÂMBITO E REGIME, 112,3, , Bruno Vidal,"3. À matéria de reforma é aplicável o regime geral das aposentações em tudo o que não for contrariado por disposição especial do
presente capítulo.",['Reforma dos Militares'],[''],
